zip,donations,total,population
20601,54.31468211617624,35154.4,26236
20602,33.42649524874231,22974.03999999998,26835
20603,44.276721872517264,54640.36000000012,32726
20604,NA,1159.21,NA
20606,66.87898089171975,293.59999999999997,314
20607,53.74244537424454,12869.199999999992,10755
20608,35.182679296346414,960.7,739
20609,39.63666391412056,2305.4399999999996,1211
20610,NA,2338.0399999999995,NA
20611,25.849335302806498,826.2,1354
20612,806.6298342541437,717.07,181
20613,93.80664652567975,21712.14999999992,13240
20615,304.093567251462,2400.2400000000016,513
20616,43.40071343638525,6938.1399999999985,6728
20617,170.62937062937064,2581.13,715
20618,276.11940298507466,3086.189999999999,402
20619,95.41350668111231,50741.130000000056,13845
20620,96.56398104265402,5863.94,1688
20621,30.540328895849647,1845.489999999999,1277
20622,57.232516437537356,17405.309999999994,6692
20623,39.32798778159603,2147.4399999999996,2619
20624,14.492753623188406,727.2300000000001,1242
20625,27.98708288482239,1835.3699999999997,929
20626,57.55395683453238,1488.6,278
20627,NA,520.24,NA
20628,194.69026548672565,2661.529999999999,452
20630,296.875,8129.480000000001,192
20632,235.6687898089172,1660.4599999999996,314
20634,372.0729780203994,41293.05999999995,6961
20636,162.1071270473661,39801.99999999989,11295
20637,253.78214826021178,50569.88999999994,5288
20639,266.8243953732913,78700.29000000027,15216
20640,101.86268334383155,23500.449999999957,11113
20645,159.26493108728943,2337.07,653
20646,254.61630429969446,92164.8600000004,22583
20650,475.30030563650575,111278.18000000074,14069
20653,87.66084558823529,45948.46000000004,26112
20656,NA,4,NA
20657,68.48967581553447,80439.92000000038,19711
20658,12.82051282051282,1121.18,858
20659,163.04819800260532,91069.19000000054,23030
20660,Inf,2000,0
20662,57.00814402057436,9742.390000000005,2333
20664,85.54033485540336,8245.47,3285
20667,34.562211981566826,1417.13,868
20670,11.728395061728396,705.89,1620
20674,193.1608133086876,9114.100000000006,1082
20675,78.82069795427196,4188.69,1662
20676,190.30570090884055,23146.85999999999,3631
20677,4744.920993227991,52261.30000000037,2215
20678,205.10549202770173,50940.49999999995,12418
20680,67.79661016949153,1978.8,649
20684,95.66326530612244,3987.879999999999,784
20685,155.22875816993465,30678.48999999994,6732
20686,3.050640634533252,389.33,1639
20687,16.317016317016318,244.3,429
20688,1154.241645244216,37209.47999999994,1945
20689,20.536462699077955,2773.0099999999993,2386
20690,773.6842105263157,14588.270000000004,950
20692,29.239766081871345,1091.63,684
20693,44.4064901793339,1714.5400000000006,1171
20695,50.71428571428571,14520.069999999992,8400
20701,19.736842105263158,1439.86,760
20703,NA,1705.4399999999998,NA
20705,28.397065048680684,22559.73999999999,28348
20706,24.42145205056366,29126.840000000055,45329
20707,48.09843400447427,34556.44999999992,32184
20708,29.394232918560466,54085.47,26842
20709,NA,876.03,NA
20710,7.592534008225245,2001.2699999999995,9483
20711,98.24324324324324,37307.29999999996,7400
20712,17.929319100424912,4516.9000000000005,9649
20714,71.65634965297318,12063.769999999988,5331
20715,152.92397660818713,142469.33000000103,27360
20716,75.59735409260676,27480.630000000012,22223
20717,NA,26.03,NA
20718,NA,24.98,NA
20720,47.040392920653744,34529.47999999995,23618
20721,17.76169449885462,14887.369999999986,30121
20722,41.57744468236974,3351.6400000000003,5604
20723,30.486114960368052,43215.24999999997,36082
20724,39.364289350149875,11786.809999999992,17681
20725,NA,55055.410000000214,NA
20726,NA,423.17,NA
20732,115.88149587178242,30932.33999999991,10295
20733,295.2741020793951,35883.32,2645
20735,31.88413629117242,22491.139999999927,37009
20736,87.77969018932875,36527.33999999994,8715
20737,9.92676255183976,5443.21,22666
20738,NA,132,NA
20740,37.60678372159001,56220.70999999998,31723
20741,NA,671.36,NA
20742,0.1535862386730149,1,6511
20743,4.722946292616203,4492.559999999999,38747
20744,43.117349556549144,35052.24999999999,54572
20745,37.523179289532045,53411.80999999974,27503
20746,5.303833914229429,2967.6399999999994,26396
20747,9.117875899630421,12687.24,41128
20748,16.864669421487605,14587.360000000004,38720
20749,NA,79.14999999999999,NA
20750,NA,102.06,NA
20751,340.7707910750507,10915.30000000001,1972
20753,NA,250.49,NA
20754,192.23021582733813,44534.28999999998,6950
20755,14.72663139329806,4977.139999999996,11340
20757,NA,153.85,NA
20758,277.77777777777777,4327.030000000003,486
20759,217.53865706418134,36052.18999999997,4721
20760,NA,30.82,NA
20762,14.475271411338962,14706.78,3316
20763,36.31713554987212,3276.5099999999993,1955
20764,132.68236645605975,12968.499999999998,3482
20765,984.9056603773585,6221.2599999999975,530
20768,NA,446.61,NA
20769,34.02462734931951,15896.250000000004,6172
20770,20.16096252337208,21328.50999999997,24602
20772,29.88960857308859,31955.939999999937,46471
20773,NA,1109.36,NA
20774,16.85134349890797,21914.559999999983,49907
20775,NA,80,NA
20776,667.6870748299319,65721.77000000003,2940
20777,85.07549361207897,20180.67,3444
20778,159.7560975609756,16143.259999999997,2460
20779,130.7531380753138,5277.000000000001,956
20781,13.787085514834207,10096.329999999998,11460
20782,221.2315922156977,26050.830000000293,32527
20783,11.569703622392975,9823.730000000003,45550
20784,12.474902076955992,17513.350000000002,30381
20785,16.591482529245354,38606.709999999955,39237
20791,NA,605.24,NA
20794,46.76810568530314,15510.410000000007,16956
20797,NA,328.5799999999999,NA
20810,NA,102.54999999999998,NA
20811,NA,255,NA
20812,46.43962848297214,2051.1,323
20813,NA,670.26,NA
20814,83.92953563714903,202639.16000000053,29632
20815,123.1072861395108,721210.8099999983,30908
20816,149.75091531120583,284897.07999999885,16661
20817,78.912171199286675,522987.4099999978,38131
20818,152.5096525096525,18863.17999999999,2072
20824,NA,10,NA
20825,NA,269.4,NA
20827,NA,2008.82,NA
20830,NA,467.1,NA
20832,132.2216541471664,114980.55000000096,25427
20833,124.32223082881487,30259.05999999992,7746
20837,528.79751998694735,57977.12000000006,6129
20838,63.6604774535809,941.08,377
20839,129.49640287769785,512.8499999999999,139
20841,63.63325350667123,21229.879999999983,11692
20842,92.706203135651,10108.009999999997,1467
20849,NA,737.24,NA
20850,109.97346885392922,203583.64000000097,53522
20851,49.52131689510297,18287.63,14519
20852,92.52608897714309,157263.340000001,47338
20853,83.33862265947319,124813.38000000051,31510
20854,246.58508821855435,944799.1799999998,49196
20855,175.18019429645878,92437.87000000042,15955
20857,NA,50,NA
20859,NA,20682.46999999992,NA
20860,101.03806228373702,14416.610000000002,2890
20861,127.54342431761786,11465.850000000008,2015
20862,194.98607242339833,3784.6399999999976,359
20866,71.81571815718158,25807.389999999996,16974
20868,226.34508348794063,2218.01,539
20871,243.236116238595,80923.96000000063,18961
20872,137.21657544956997,39932.7499999999,12790
20874,75.1435494042285,132768.29000000193,60258
20875,NA,4183.309999999999,NA
20876,104.75349336024982,59598.96000000026,31703
20877,118.10899125118583,135030.5500000012,37948
20878,106.39234931420661,261582.07000000097,63576
20879,54.01814523782409,46258.66000000008,26343
20880,4866.037735849057,3529.360000000013,530
20882,143.82660480576138,55039.370000000104,14441
20883,NA,379.61,NA
20884,NA,1,NA
20885,NA,173.35,NA
20886,76.41815002723078,44448.79999999998,34887
20888,NA,227.00000000000003,NA
20889,NA,2,NA
20895,96.19651347068147,84943.84000000029,18930
20896,68.18181818181817,6205.740000000002,792
20901,37.30775501331449,39357.02999999992,36802
20902,50.519411586290566,111594.10000000116,52752
20903,21.780267893584654,24608.239999999972,26951
20904,67.15482669722142,162519.77000000112,55856
20905,76.00860677783756,51927.54000000004,18590
20906,74.23233628142701,113328.51000000157,70441
20907,NA,632.9200000000002,NA
20908,NA,20.24,NA
20910,113.7460266642274,124519.65000000046,43729
20912,13.65554582371208,14698.359999999995,25118
20913,NA,52.05,NA
20914,NA,100,NA
20915,NA,10.42,NA
20916,NA,10,NA
20918,NA,1,NA
20938,NA,250,NA
21001,42.429584518610525,32703.409999999927,24959
21005,18.722466960352424,1740.7099999999998,2724
21009,162.23211185809424,66653.2000000004,31683
21010,12.158054711246201,76,329
21011,NA,194,NA
21012,137.91435856853954,92377.88000000056,22746
21013,362.6139228233469,51311.059999999954,5157
21014,214.73029045643153,148802.47000000265,35668
21015,170.595340811044,124358.7200000016,28975
21017,102.08816705336426,9860.279999999992,6034
21020,NA,73.93,NA
21022,NA,353.2,NA
21023,NA,1727.7,NA
21028,249.52088922958987,12705.77,2609
21029,86.43582400416558,55820.07999999995,11523
21030,103.9665452136469,108375.52000000064,24152
21031,115.38461538461539,121.07,26
21032,328.3677924746372,106763.8800000004,7787
21034,61.67400881057269,4830.949999999999,3178
21035,194.7083583884546,105207.05000000032,8315
21036,57.066428889879624,7781.639999999995,2243
21037,121.1318254944639,132253.67000000077,21134
21040,77.8816199376947,35919.79999999996,24717
21041,NA,1808.51,NA
21042,122.30471807766207,197983.37000000064,42157
21043,132.30795559073312,122321.36000000112,46747
21044,62.766445858201614,89628.98000000049,45741
21045,52.50217310319136,65944.75000000004,40265
21046,111.04699621722126,41757.79999999992,15597
21047,126.69253305883285,55999.08000000003,12629
21048,138.08004938779712,54494.54000000002,9719
21050,151.4625126078673,80880.23000000008,17846
21051,99.56709956709956,1247.9199999999998,231
21052,184.35754189944134,576.63,179
21053,426.61135928525846,18719.859999999982,3134
21054,106.26656407625887,55027.50999999999,11697
21056,438.4384384384384,61699,333
21057,195.42467753711364,30587.21999999996,4109
21060,80.80667979694304,77188.22000000016,36049
21061,78.77135587059252,94884.25000000096,55020
21071,160.79295154185021,2712.2000000000007,454
21074,129.71271680171432,41324.14,14933
21075,31.426199948481642,38737.78999999992,34939
21076,65.97202875132334,37133.1999999999,17947
21077,12.76595744680851,86.21000000000001,235
21078,163.52798438571503,79610.61000000061,18957
21082,388.1578947368421,4434.750000000003,608
21084,245.11082138200783,31766.83999999992,7670
21085,169.6899129795318,60720.31000000001,16318
21087,403.5313592054442,51768.68000000009,5437
21088,NA,207.86,NA
21090,93.87545033453422,24629.47999999995,9715
21092,NA,48.93,NA
21093,238.01804157406198,260605.55000000255,38245
21094,NA,371.92,NA
21102,151.12513493315618,33108.76999999995,12043
21104,185.93464919555484,24535.42999999998,6029
21106,NA,73.93,NA
21108,139.2663043478261,93759.31000000042,19136
21111,168.44469399213924,31044.06999999993,5343
21113,74.43907980687304,93812.13000000056,35210
21114,193.04610733182162,183088.8100000013,26460
21117,58.3611283374956,100675.68000000092,59663
21120,171.95571955719558,36591.729999999945,6775
21122,164.48779833735585,198584.7000000016,59664
21123,NA,811.1700000000001,NA
21128,122.1450562039092,38107.33999999993,13967
21130,48.07692307692308,202,104
21131,129.95914063529725,53588.45,7587
21132,611.9544592030361,26892.71999999997,3162
21133,26.074463532432596,11557.72999999996,32714
21136,167.4964334585262,117010.2300000019,34347
21139,NA,2126.1,NA
21140,96.32314862765406,14685.769999999997,3862
21144,114.57399103139014,93118.1200000007,35680
21146,154.4112325396251,170297.64000000138,27634
21150,NA,260,NA
21152,94.59712095718827,25937.42999999998,5349
21153,241.3793103448276,9404.070000000003,348
21154,221.43188495438378,32637.779999999988,6467
21155,95.21794329242489,8949.849999999999,2363
21156,102.42587601078166,1853.68,371
21157,117.21857725887276,133764.6600000017,38714
21158,98.01184229528715,62736.160000000025,20773
21160,165.20076481835562,7897.949999999998,2615
21161,149.0066225165563,25529.959999999937,5738
21162,79.97065297138664,8861.850000000008,4089
21163,341.2602241744926,31190.8699999999,6602
21164,NA,100,NA
21201,62.39306490247519,21142.500000000044,17534
21202,22.486288848263253,22378.09999999997,21880
21203,NA,4779.48,NA
21204,391.6720884840599,189115.3200000032,21518
21205,5.031446540880503,3283.3199999999997,15900
21206,15.753822334042964,20841.259999999973,51670
21207,10.13084853291039,14736.519999999984,50440
21208,91.23125336659768,69404.8800000002,35273
21209,41.82243806994864,39362.56999999995,28621
21210,36.451853694948994,22138.40999999998,16076
21211,23.705115983476325,14625.330000000002,15735
21212,52.679757862099514,57711.109999999935,33865
21213,7.255850437965747,5964.939999999996,30596
21214,42.92439767377458,10893.830000000007,21666
21215,23.492674424937817,21237.409999999996,55081
21216,1.322521142936693,780.86,28733
21217,15.961011270179712,7613.850000000001,32830
21218,23.13090184527419,22943.169999999973,46172
21219,148.82589380156546,24274.23999999998,9454
21220,166.094431051696,123716.15000000082,41067
21221,81.98286355282943,71861.3400000003,41899
21222,55.94773996417659,58565.289999999986,56946
21223,8.601073996541368,5440.709999999999,21974
21224,87.18474472011482,97096.64000000036,48770
21225,50.95253859812803,20727.42999999996,33227
21226,52.99298402746678,6695.000000000005,6699
21227,57.01281590609654,36017.46000000001,33396
21228,169.50523888506817,190287.5699999994,49438
21229,31.55513994302242,43146.99999999995,45983
21230,97.99952369611813,42890.42000000036,33592
21231,9.80761976612599,11765.870000000004,15906
21234,60.42691982876613,80660.86000000071,68678
21236,141.97285929688118,102116.84000000118,37803
21237,62.883780742645875,57059.060000000005,31105
21239,13.601831270941844,10179.439999999997,30143
21240,Inf,26.03,0
21241,NA,75,NA
21244,14.879258476298887,13203.5,36897
21247,NA,167.08,NA
21250,0.8186655751125665,105.21,2443
21251,30.26634382566586,1973.96,1652
21252,1.9607843137254901,100,2040
21263,NA,84.28,NA
21279,NA,73,NA
21284,NA,313.29999999999995,NA
21286,172.64471614834358,97379.96999999994,19711
21287,NA,1,NA
21401,224.03836238011758,458704.35999999574,38788
21402,9.907120743034056,1129.13,6460
21403,126.59363187904415,180484.76000000135,31218
21404,NA,3117.25,NA
21405,268.84422110552765,3649.420000000001,398
21409,257.9776212184003,188649.09000000064,19304
21412,NA,172.66000000000005,NA
21501,NA,30,NA
21502,114.41236372349347,103737.06000000116,41735
21505,NA,42.14,NA
21520,48.926610084872685,3721.250000000001,2003
21521,27.895181741335588,1075.8800000000003,1183
21522,4.587155963302752,47,218
21523,38.88888888888889,86.89,180
21524,24.067388688327316,457.2,831
21529,122.05567451820129,1045.86,467
21530,46.281851274050965,1889.75,1923
21531,141.05504587155963,7033.79,1744
21532,158.64257138915713,30815.46000000011,14498
21536,204.3172690763052,7843.590000000014,3984
21538,55.23809523809524,862.24,525
21539,12.012012012012011,1421.7499999999998,2664
21540,11.11111111111111,21.07,90
21541,140.625,9666.629999999996,1536
21543,1222.707423580786,4508.579999999999,229
21545,36.13777526821005,1568.5600000000002,1771
21550,85.22370349689398,35610.61999999992,14327
21552,NA,1,NA
21555,65.28980679546969,2438.6499999999987,1501
21556,NA,53.05,NA
21557,43.34170854271357,1298.9399999999994,1592
21560,NA,438.4,NA
21561,135.0334448160535,20203.78999999999,2392
21562,21.30764740221833,1325.5500000000004,3426
21601,150.784128888508,198588.0400000003,23338
21607,12.987012987012989,253.65,770
21610,53.398058252427184,612.65,412
21612,67.00167504187604,2340.93,597
21613,59.36313175576979,25820.179999999946,17115
21617,132.23846591987848,44502.849999999904,10534
21619,302.64294351356017,53307.83999999997,5789
21620,273.0772191854646,57317.93000000011,12989
21622,66.76136363636363,1015.8599999999996,704
21623,71.17437722419929,11603.930000000004,2248
21624,17.391304347826086,200,115
21625,75.38525614327364,6536.09,2401
21628,234.5679012345679,1665.3,324
21629,74.17582417582418,26028.75999999993,9464
21631,39.143279172821266,2140.9599999999996,2708
21632,65.42056074766354,8560.209999999992,5885
21634,49.382716049382715,660.53,243
21635,461.4213197969543,25782.629999999972,1970
21636,167.26403823178015,3741.630000000001,837
21638,131.6242586569734,24723.95999999996,5227
21639,55.26802218114603,4298.609999999999,5410
21640,14.314928425357873,870.59,1467
21643,21.658831430490263,3421.1600000000003,5956
21644,269.2307692307692,1489.06,78
21645,594.0520446096655,16686.719999999976,1345
21647,5.602240896358543,1046.02,357
21648,47.61904761904761,292.18000000000006,126
21649,4.99092558983666,251.31,2204
21650,121.62162162162163,743.2800000000001,296
21651,42.48975027953783,4187.79,2683
21652,40.26845637583892,186.33,149
21653,52.083333333333336,115.48,96
21654,389.025389025389,35940.680000000015,1221
21655,191.26600881797188,15795.929999999988,4763
21657,111.41678129298487,4380.89,727
21658,259.75580560210676,46045.019999999975,4177
21659,2027.8330019880716,58483.720000000016,1509
21660,72.91905526255447,8391.409999999993,4361
21661,550.278293135436,30077.569999999967,2695
21662,455.2845528455284,15801.980000000009,369
21663,328.66756393001344,42010.009999999944,3715
21664,24.14486921529175,606.3299999999999,497
21665,283.50515463917526,6186.34,194
21666,194.01322142167422,85565.16000000027,13463
21667,19.607843137254903,207,255
21668,226.31877481565513,6508.429999999995,1763
21669,131.57894736842104,1276.6999999999998,114
21671,70.54455445544554,2785.99,808
21672,13.422818791946309,46.05,149
21673,62.27227558794303,8611.570000000002,3019
21675,17.543859649122805,25,57
21676,57.22070844686648,710.0500000000001,367
21677,221.07081174438687,1134.9900000000007,579
21678,27.75984506132989,1922.5899999999997,1549
21679,297.79411764705884,2694.7099999999996,272
21701,157.77546235998958,114826.3500000018,38390
21702,123.99051019674567,126991.27000000182,41729
21703,56.62923774562729,67041.95000000004,37048
21704,75.25185095278553,58343.60999999997,16478
21705,8250,1493.22,4
21710,62.10026820713844,13761.380000000008,4847
21711,23.70500438981563,898.0700000000002,1139
21713,129.071049203327,40229.73999999996,9979
21714,67.0391061452514,290.82000000000005,179
21715,NA,502.48,NA
21716,99.02805794975244,16379.819999999992,5453
21717,428.57142857142856,1939.79,126
21718,35.92814371257485,494.52,167
21719,54.00372439478585,2473.4699999999993,1074
21720,NA,386.2199999999999,NA
21721,NA,432.32,NA
21722,49.616528408201596,9866.599999999997,6389
21723,331.79012345679007,3686.479999999998,648
21727,108.54271356783919,28446.509999999995,6965
21733,22.267206477732792,980.28,988
21734,76.1904761904762,1267.72,840
21737,60.17770597738287,9376.609999999995,2476
21738,425.019425019425,31309.770000000022,3861
21740,687.1901776041495,136944.65000000247,60922
21741,NA,466.39,NA
21742,164.15856394913985,163741.37000000075,33425
21746,2.9644268774703555,552.02,3036
21750,43.570108265117504,5061.7199999999975,3787
21754,171.42054236335537,39970.79999999996,7117
21755,87.72845953002611,21364.609999999982,5745
21756,115.38461538461539,22238.630000000005,2912
21757,71.19505993461678,10792.840000000004,2753
21758,280.32928942807627,30557.549999999916,4616
21762,404.58015267175574,2202.48,131
21765,NA,551.1,NA
21766,268.1818181818182,1711.669999999999,660
21767,390.4899135446686,2927.9700000000003,694
21769,132.28850690933604,39481.69999999997,11868
21770,117.65663140764849,20556.359999999997,6145
21771,215.0736466237327,150894.49000000267,31366
21773,74.38934122871947,13039.27,5404
21774,208.84123953590836,60800.73000000003,13618
21776,186.89913638585628,15895.469999999972,6137
21777,50.79825834542816,5306.590000000001,2067
21778,148.38709677419354,3602.839999999998,930
21779,70.67757009345794,6273.829999999999,1712
21780,56.86695278969957,3914.229999999999,1864
21782,62.32750689972401,8791.65,4348
21783,74.50451385285878,14984.93999999998,9637
21784,191.37156013595,355008.319999996,36484
21787,113.20384539925446,26892.229999999985,10194
21788,80.54897475696431,20376.15,12241
21791,199.0157480314961,16003.319999999983,5080
21793,146.7023002767968,46443.080000000016,10477
21794,175.26243724326793,21564.38999999999,2191
21795,100.21857923497268,23988.369999999977,9150
21797,268.75438186492175,90915.01000000056,8558
21798,187.81094527363186,9415.339999999993,2412
21801,75.65898678706594,50766.34,30122
21802,438.7755102040816,2320.959999999999,98
21804,112.36885698509111,63720.600000000406,39842
21810,114.32926829268293,2913.13,656
21811,142.75743143373296,115303.71000000108,24356
21813,190.81942336874053,11720.36,2636
21814,18.24817518248175,267.12,274
21817,129.73863903932187,19574.94999999999,4247
21821,87.52997601918464,5392.68,834
21822,119.1879502292076,10207.600000000002,1527
21824,44.19889502762431,294.93,181
21826,194.28249012601088,11213.05,5317
21829,15.113350125944583,113.99,397
21830,48.225469728601254,9891.73,4790
21835,91.78743961352657,622.25,207
21837,25.586995785671284,2525.719999999999,3322
21838,93.07479224376732,2872.4799999999996,1805
21840,22.6628895184136,342.2,353
21841,54.982817869415804,2151.8799999999997,1455
21842,652.9216152019003,94323.41000000104,10525
21843,NA,18116.730000000003,NA
21849,87.4555889587319,9043.979999999998,3659
21850,28.471818710052293,1950.46,3442
21851,243.19469393395053,13319.82000000002,7237
21852,NA,2,NA
21853,16.525312581970795,7985.15,11437
21856,121.21212121212122,1575.8899999999996,957
21861,43.66812227074236,750.4300000000003,687
21862,81.39534883720931,266.86,86
21863,109.65487112276102,14885.14,4578
21864,96.42301710730948,422.49,643
21865,1277.1362586605082,5861.259999999992,433
21869,140.25974025974025,3811.920000000001,1155
21871,3322.5012309207286,28618.619999999828,2031
21872,114.52991452991452,1340.1700000000003,585
21874,150.7563901930099,5033.470000000003,1917
21875,80.60417843026539,7865.319999999991,7084
21901,102.1250141290833,37834.40000000001,17694
21903,124.61166724197444,9080.169999999973,5794
21904,66.1628624305984,10706.209999999994,6484
21911,257.58803926866614,39679.05000000002,11103
21912,76.3157894736842,4251.120000000001,1520
21913,44.39511653718091,1308.4999999999995,901
21914,34.82587064676617,1399.7300000000002,804
21915,95.65534866739686,10522.589999999998,2739
21917,68.41844323252356,3712.3899999999994,2017
21918,157.83383476047212,13136.439999999982,4321
21919,66.43717728055077,7736.6,2905
21920,8.39454354669465,227.88,953
21921,154.47208402432284,117748.40000000056,45225
21922,NA,455.97,NA
21930,8.333333333333334,312.3,120
22093,NA,90,NA
22312,0.824347940778844,2183.76,30327
22905,NA,47,NA
26876,NA,1,NA
27549,0.039238767902687856,30,25485
28852,NA,268,NA
28878,NA,146.55,NA
30328,0.25849812588858734,88.02,38685
33371,NA,1,NA
35791,NA,1,NA
35827,NA,1,NA
36339,NA,1,NA
36362,1.0498687664041995,120,5715
37535,NA,1,NA
40752,NA,1,NA
41880,NA,1,NA
42941,NA,1,NA
44593,NA,1,NA
46432,NA,1,NA
55094,NA,1,NA
57404,NA,1,NA
57876,NA,1,NA
59573,NA,1,NA
63584,NA,1,NA
68775,NA,1,NA
70109,NA,1,NA
70287,NA,1,NA
70960,NA,1,NA
71990,NA,1,NA
72605,NA,1,NA
75177,NA,1,NA
75690,NA,1,NA
76381,NA,1,NA
79023,NA,1,NA
79644,NA,1,NA
81779,NA,1,NA
83486,NA,1,NA
86119,NA,1,NA
87963,NA,1,NA
88952,NA,1,NA
89707,NA,1,NA
92348,NA,1,NA
97645,NA,1,NA
98598,NA,1,NA
98677,NA,1,NA
